datetime,len_sum,smallest,largest,count_sum,occupied,0xffff,0xbfb8,0x0000,0x0e91,0xab52,0x0cd0,0x469a,0x6493,0xdfb8,0x0e910db012dbfe91
2021-02-03 07:09:49,2826,85,215,48,0,10,20,14,4,0,0,0,0,0,0
2021-02-03 07:10:49,1018,85,173,20,0,8,6,6,0,0,0,0,0,0,0
2021-02-03 07:11:49,1181,85,173,22,0,7,7,8,0,0,0,0,0,0,0
2021-02-03 07:12:49,923,85,173,18,0,7,5,6,0,0,0,0,0,0,0
2021-02-03 07:13:49,1311,85,173,26,0,11,9,6,0,0,0,0,0,0,0
2021-02-03 07:14:49,1431,85,213,26,0,7,9,10,0,0,0,0,0,0,0
2021-02-03 07:15:49,1123,85,173,22,0,8,7,7,0,0,0,0,0,0,0
2021-02-03 07:16:49,1812,85,213,32,0,7,12,9,0,4,0,0,0,0,0
2021-02-03 07:17:49,2925,85,173,50,0,7,18,17,0,0,4,4,0,0,0
2021-02-03 07:18:49,1825,85,173,34,0,12,9,10,0,0,0,0,3,0,0
2021-02-03 07:19:49,2443,85,173,42,0,7,17,15,3,0,0,0,0,0,0
2021-02-03 07:20:49,1018,85,173,20,0,8,6,6,0,0,0,0,0,0,0
2021-02-03 07:21:49,923,85,173,18,0,7,5,6,0,0,0,0,0,0,0
2021-02-03 07:22:49,1018,85,173,20,0,8,6,6,0,0,0,0,0,0,0
2021-02-03 07:23:49,1216,85,173,24,0,10,8,6,0,0,0,0,0,0,0
2021-02-03 07:24:49,1794,85,213,32,0,7,12,13,0,0,0,0,0,0,0
2021-02-03 07:25:49,1123,85,173,22,0,8,7,7,0,0,0,0,0,0,0
2021-02-03 07:26:49,2536,85,173,44,0,8,18,14,0,4,0,0,0,0,0
2021-02-03 07:27:49,2823,85,213,46,0,7,15,16,0,0,4,4,0,0,0
2021-02-03 07:28:49,3319,85,173,58,0,11,19,19,4,0,0,0,5,0,0
2021-02-03 07:29:49,1018,85,173,20,0,8,6,6,0,0,0,0,0,0,0
2021-02-03 07:30:49,1181,85,173,22,0,7,7,8,0,0,0,0,0,0,0
2021-02-03 07:31:49,1018,85,173,20,0,8,6,6,0,0,0,0,0,0,0
2021-02-03 07:32:49,1018,85,173,20,0,8,6,6,0,0,0,0,0,0,0
2021-02-03 07:33:49,1714,85,213,32,0,11,11,10,0,0,0,0,0,0,0
2021-02-03 07:34:49,1028,85,173,20,0,7,7,6,0,0,0,0,0,0,0
2021-02-03 07:35:49,1123,85,173,22,0,8,7,7,0,0,0,0,0,0,0
2021-02-03 07:36:49,2378,85,213,40,0,7,16,13,0,4,0,0,0,0,0
2021-02-03 07:37:49,3020,85,173,52,0,8,18,18,0,0,4,4,0,0,0
2021-02-03 07:38:49,3576,85,215,60,0,12,21,19,4,0,0,0,4,0,0
2021-02-03 07:39:49,923,85,173,18,0,7,5,6,0,0,0,0,0,0,0
2021-02-03 07:40:49,1018,85,173,20,0,8,6,6,0,0,0,0,0,0,0
2021-02-03 07:41:49,1018,85,173,20,0,8,6,6,0,0,0,0,0,0,0
2021-02-03 07:42:49,923,85,173,18,0,7,5,6,0,0,0,0,0,0,0
2021-02-03 07:43:49,2172,85,213,40,0,12,15,13,0,0,0,0,0,0,0
2021-02-03 07:44:49,1028,85,173,20,0,7,6,7,0,0,0,0,0,0,0
2021-02-03 07:45:49,1028,85,173,20,0,7,6,7,0,0,0,0,0,0,0
