datetime,len_sum,smallest,largest,count_sum,occupied,0xffff,0xbfb8,0x0000,0x0e91,0xab52,0x0cd0,0x469a,0x6493,0xdfb8,0x0e910db012dbfe91
2021-02-03 07:11:49,5025,85,215,90,0,25,33,28,4,0,0,0,0,0,0
2021-02-03 07:14:49,3665,85,213,70,0,25,23,22,0,0,0,0,0,0,0
2021-02-03 07:17:49,5860,85,213,104,0,22,37,33,0,4,4,4,0,0,0
2021-02-03 07:20:49,5286,85,173,96,0,27,32,31,3,0,0,0,3,0,0
2021-02-03 07:23:49,3157,85,173,62,0,25,19,18,0,0,0,0,0,0,0
2021-02-03 07:26:49,5453,85,213,98,0,23,37,34,0,4,0,0,0,0,0
2021-02-03 07:29:49,7160,85,213,124,0,26,40,41,4,0,4,4,5,0,0
2021-02-03 07:32:49,3217,85,173,62,0,23,19,20,0,0,0,0,0,0,0
2021-02-03 07:35:49,3865,85,213,74,0,26,25,23,0,0,0,0,0,0,0
2021-02-03 07:38:49,8974,85,215,152,0,27,55,50,4,4,4,4,4,0,0
2021-02-03 07:41:49,2959,85,173,58,0,23,17,18,0,0,0,0,0,0,0
2021-02-03 07:44:49,4123,85,213,78,0,26,26,26,0,0,0,0,0,0,0
2021-02-03 07:47:49,6387,85,213,110,0,22,39,39,0,4,2,4,0,0,0
2021-02-03 07:50:49,5459,85,173,98,0,27,33,32,3,0,0,0,3,0,0
2021-02-03 07:53:49,3750,85,213,72,0,27,23,22,0,0,0,0,0,0,0
2021-02-03 07:56:49,4709,85,213,86,0,23,31,28,0,4,0,0,0,0,0
2021-02-03 07:59:49,8961,85,173,162,0,41,55,49,4,0,4,4,5,0,0
2021-02-03 08:02:49,3387,85,173,66,0,27,20,19,0,0,0,0,0,0,0
2021-02-03 08:05:49,4133,85,213,78,0,25,27,26,0,0,0,0,0,0,0
2021-02-03 08:08:49,8177,85,215,142,0,28,50,43,1,8,4,4,4,0,0
2021-02-03 08:11:49,3217,85,173,62,0,23,19,20,0,0,0,0,0,0,0
2021-02-03 08:14:49,3865,85,213,74,0,26,24,24,0,0,0,0,0,0,0
2021-02-03 08:17:49,5971,85,213,106,0,23,37,35,0,3,4,4,0,0,0
2021-02-03 08:20:49,4923,85,173,90,0,25,29,31,2,0,0,0,3,0,0
2021-02-03 08:23:49,4018,85,213,76,0,26,26,24,0,0,0,0,0,0,0
2021-02-03 08:26:49,5104,85,213,92,0,24,34,28,0,4,2,0,0,0,0
2021-02-03 08:29:49,6905,85,213,122,0,26,39,42,4,0,2,4,5,0,0
2021-02-03 08:32:49,2769,85,173,54,0,21,17,16,0,0,0,0,0,0,0
2021-02-03 08:35:49,4245,85,213,82,0,28,27,27,0,0,0,0,0,0,0
2021-02-03 08:38:49,8988,85,215,152,0,27,55,49,4,4,5,4,4,0,0
2021-02-03 08:41:49,2674,85,173,52,0,20,15,17,0,0,0,0,0,0,0
2021-02-03 08:44:49,4218,85,213,80,0,27,27,26,0,0,0,0,0,0,0
2021-02-03 08:47:49,5624,85,213,100,0,23,34,33,0,4,2,4,0,0,0
2021-02-03 08:50:49,5534,85,173,100,0,26,35,33,3,0,0,0,3,0,0
2021-02-03 08:53:49,3760,85,213,72,0,26,24,22,0,0,0,0,0,0,0
2021-02-03 08:56:49,6233,85,213,110,0,23,43,36,0,4,4,0,0,0,0
