datetime,len_sum,smallest,largest,count_sum,occupied,0xffff,0xbfb8,0x0000,0x0e91,0xab52,0x0cd0,0x469a,0x6493,0xdfb8,0x0e910db012dbfe91
2021-02-03 07:08:59,1998,85,215,32,0,4,15,9,4,0,0,0,0,0,0
2021-02-03 07:09:09,353,85,173,6,0,1,3,2,0,0,0,0,0,0,0
2021-02-03 07:09:19,190,95,95,4,0,2,1,1,0,0,0,0,0,0,0
2021-02-03 07:09:29,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:09:39,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:09:49,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:09:59,448,85,173,8,0,2,3,3,0,0,0,0,0,0,0
2021-02-03 07:10:09,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:10:19,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:10:29,190,95,95,4,0,2,1,1,0,0,0,0,0,0,0
2021-02-03 07:10:39,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:10:49,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:10:59,353,85,173,6,0,1,2,3,0,0,0,0,0,0,0
2021-02-03 07:11:09,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:11:19,190,95,95,4,0,2,1,1,0,0,0,0,0,0,0
2021-02-03 07:11:29,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:11:39,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:11:49,353,85,173,6,0,1,2,3,0,0,0,0,0,0,0
2021-02-03 07:11:59,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:12:09,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:12:19,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:12:29,190,95,95,4,0,2,1,1,0,0,0,0,0,0,0
2021-02-03 07:12:39,258,85,173,4,0,0,2,2,0,0,0,0,0,0,0
2021-02-03 07:12:49,190,95,95,4,0,2,1,1,0,0,0,0,0,0,0
