datetime,len_sum,smallest,largest,count_sum,occupied,0xffff,0xbfb8,0x0000,0x0e91,0xab52,0x0cd0,0x469a,0x6493,0xdfb8,0x0e910db012dbfe91
2021-02-03 07:08:54,291,97,97,6,0,3,3,0,0,0,0,0,0,0,0
2021-02-03 07:08:59,1707,85,215,26,0,1,12,9,4,0,0,0,0,0,0
2021-02-03 07:09:04,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:09:09,258,85,173,4,0,0,2,2,0,0,0,0,0,0,0
2021-02-03 07:09:14,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:09:19,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:09:24,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:09:29,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:09:34,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:09:39,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:09:44,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:09:49,173,173,173,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:09:54,85,85,85,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:09:59,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:10:04,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:10:09,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:10:14,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:10:19,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:10:24,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:10:29,173,173,173,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:10:34,85,85,85,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:10:39,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:10:44,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:10:49,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:10:54,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:10:59,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:11:04,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:11:09,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:11:14,173,173,173,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:11:19,85,85,85,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:11:24,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:11:29,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:11:34,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:11:39,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:11:44,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:11:49,173,173,173,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:11:54,85,85,85,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:11:59,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:12:04,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:12:09,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:12:14,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:12:19,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:12:24,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:12:29,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:12:34,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:12:39,173,173,173,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:12:44,85,85,85,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:12:49,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:12:54,97,97,97,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:12:59,97,97,97,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:13:04,97,97,97,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:13:09,97,97,97,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:13:14,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:13:19,105,105,105,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:13:24,213,213,213,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:13:29,85,85,85,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:13:34,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:13:39,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:13:44,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:13:49,105,105,105,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:13:54,173,173,173,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:13:59,85,85,85,2,0,0,1,1,0,0,0,0,0,0,0
2021-02-03 07:14:04,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
2021-02-03 07:14:09,95,95,95,2,0,1,1,0,0,0,0,0,0,0,0
2021-02-03 07:14:14,95,95,95,2,0,1,0,1,0,0,0,0,0,0,0
