2016-11-10T09:14:14.%f,510
2016-11-10T09:14:29.%f,533
2016-11-10T09:14:41.%f,518
2016-11-10T09:14:43.%f,518
2016-11-10T09:14:53.%f,598
2016-11-10T09:14:59.%f,533
2016-11-10T09:15:04.%f,590
2016-11-10T09:15:05.%f,518
2016-11-10T09:15:06.%f,510
2016-11-10T09:15:18.%f,637
2016-11-10T09:15:18.%f,510
2016-11-10T09:15:20.%f,590
2016-11-10T09:15:23.%f,591
2016-11-10T09:15:23.%f,517
2016-11-10T09:15:36.%f,591
2016-11-10T09:15:36.%f,518
2016-11-10T09:15:36.%f,451
2016-11-10T09:15:36.%f,592
2016-11-10T09:15:36.%f,451
2016-11-10T09:15:36.%f,518
2016-11-10T09:15:36.%f,451
2016-11-10T09:15:38.%f,451
2016-11-10T09:15:39.%f,592
2016-11-10T09:15:39.%f,518
2016-11-10T09:15:41.%f,592
2016-11-10T09:15:41.%f,534
2016-11-10T09:15:41.%f,451
2016-11-10T09:15:41.%f,518
2016-11-10T09:15:41.%f,592
2016-11-10T09:15:41.%f,518
2016-11-10T09:15:41.%f,451
2016-11-10T09:15:41.%f,518
2016-11-10T09:15:42.%f,518
2016-11-10T09:15:42.%f,518
2016-11-10T09:15:42.%f,451
2016-11-10T09:15:43.%f,534
2016-11-10T09:15:43.%f,518
2016-11-10T09:15:43.%f,518
2016-11-10T09:15:44.%f,534
2016-11-10T09:15:44.%f,450
2016-11-10T09:15:44.%f,518
2016-11-10T09:15:45.%f,510
2016-11-10T09:15:45.%f,592
2016-11-10T09:15:45.%f,450
2016-11-10T09:15:46.%f,450
2016-11-10T09:15:46.%f,534
2016-11-10T09:15:46.%f,592
2016-11-10T09:15:46.%f,592
2016-11-10T09:15:46.%f,592
2016-11-10T09:15:47.%f,518
2016-11-10T09:15:47.%f,517
2016-11-10T09:15:47.%f,591
2016-11-10T09:15:47.%f,450
2016-11-10T09:15:48.%f,518
2016-11-10T09:15:49.%f,592
2016-11-10T09:15:49.%f,450
2016-11-10T09:15:49.%f,518
2016-11-10T09:15:50.%f,534
2016-11-10T09:15:50.%f,450
2016-11-10T09:15:50.%f,518
2016-11-10T09:15:51.%f,534
2016-11-10T09:15:51.%f,518
2016-11-10T09:15:51.%f,451
2016-11-10T09:15:51.%f,451
2016-11-10T09:15:51.%f,451
2016-11-10T09:15:51.%f,518
2016-11-10T09:15:52.%f,510
2016-11-10T09:15:53.%f,592
2016-11-10T09:15:54.%f,518
2016-11-10T09:15:54.%f,637
2016-11-10T09:15:54.%f,591
2016-11-10T09:15:54.%f,451
2016-11-10T09:15:54.%f,451
2016-11-10T09:15:55.%f,518
2016-11-10T09:15:55.%f,592
2016-11-10T09:15:55.%f,450
2016-11-10T09:15:58.%f,510
2016-11-10T09:16:08.%f,533
2016-11-10T09:16:11.%f,508
2016-11-10T09:16:23.%f,523
2016-11-10T09:16:24.%f,523
2016-11-10T09:16:33.%f,532
2016-11-10T09:16:34.%f,529
2016-11-10T09:16:37.%f,529
2016-11-10T09:16:42.%f,592
2016-11-10T09:16:42.%f,516
2016-11-10T09:16:43.%f,592
2016-11-10T09:16:43.%f,517
2016-11-10T09:16:43.%f,592
2016-11-10T09:16:44.%f,517
2016-11-10T09:16:44.%f,532
2016-11-10T09:16:45.%f,509
2016-11-10T09:16:45.%f,591
2016-11-10T09:16:45.%f,517
2016-11-10T09:16:50.%f,509
2016-11-10T09:16:56.%f,533
2016-11-10T09:16:57.%f,450
2016-11-10T09:16:57.%f,451
2016-11-10T09:16:57.%f,592
2016-11-10T09:16:58.%f,451
2016-11-10T09:16:58.%f,517
2016-11-10T09:17:00.%f,451
2016-11-10T09:17:00.%f,517
2016-11-10T09:17:00.%f,517
2016-11-10T09:17:03.%f,451
2016-11-10T09:17:03.%f,533
2016-11-10T09:17:03.%f,451
2016-11-10T09:17:03.%f,517
2016-11-10T09:17:03.%f,517
2016-11-10T09:17:04.%f,533
2016-11-10T09:17:04.%f,517
2016-11-10T09:17:05.%f,640
2016-11-10T09:17:05.%f,451
2016-11-10T09:17:06.%f,591
2016-11-10T09:17:06.%f,517
2016-11-10T09:17:08.%f,451
2016-11-10T09:17:08.%f,451
2016-11-10T09:17:08.%f,517
2016-11-10T09:17:08.%f,517
2016-11-10T09:17:09.%f,533
2016-11-10T09:17:09.%f,517
2016-11-10T09:17:29.%f,529
2016-11-10T09:17:29.%f,509
2016-11-10T09:17:31.%f,592
2016-11-10T09:17:31.%f,533
2016-11-10T09:17:31.%f,451
2016-11-10T09:17:32.%f,451
2016-11-10T09:17:32.%f,517
2016-11-10T09:17:32.%f,533
2016-11-10T09:17:32.%f,451
2016-11-10T09:17:32.%f,451
2016-11-10T09:17:33.%f,592
2016-11-10T09:17:34.%f,533
2016-11-10T09:17:34.%f,517
2016-11-10T09:17:34.%f,591
2016-11-10T09:17:34.%f,451
2016-11-10T09:17:35.%f,533
2016-11-10T09:17:35.%f,591
2016-11-10T09:17:35.%f,451
2016-11-10T09:17:35.%f,591
2016-11-10T09:17:36.%f,591
2016-11-10T09:17:37.%f,509
2016-11-10T09:17:38.%f,592
2016-11-10T09:17:38.%f,451
2016-11-10T09:17:38.%f,451
2016-11-10T09:17:38.%f,592
2016-11-10T09:17:38.%f,451
2016-11-10T09:17:38.%f,517
2016-11-10T09:17:39.%f,591
2016-11-10T09:17:39.%f,533
2016-11-10T09:17:39.%f,591
2016-11-10T09:17:40.%f,592
2016-11-10T09:17:40.%f,591
2016-11-10T09:17:40.%f,517
2016-11-10T09:17:41.%f,451
2016-11-10T09:17:42.%f,591
2016-11-10T09:17:42.%f,517
2016-11-10T09:17:44.%f,532
2016-11-10T09:17:57.%f,533
2016-11-10T09:17:57.%f,451
2016-11-10T09:17:58.%f,533
2016-11-10T09:17:58.%f,591
2016-11-10T09:17:58.%f,517
2016-11-10T09:18:01.%f,592
2016-11-10T09:18:01.%f,517
2016-11-10T09:18:02.%f,592
2016-11-10T09:18:02.%f,517
2016-11-10T09:18:03.%f,532
2016-11-10T09:18:21.%f,639
2016-11-10T09:18:21.%f,509
2016-11-10T09:18:29.%f,532
2016-11-10T09:18:40.%f,637
2016-11-10T09:18:40.%f,517
2016-11-10T09:18:40.%f,517
2016-11-10T09:18:44.%f,533
2016-11-10T09:18:44.%f,517
2016-11-10T09:18:44.%f,517
2016-11-10T09:18:45.%f,517
2016-11-10T09:18:46.%f,585
2016-11-10T09:18:47.%f,517
2016-11-10T09:18:47.%f,517
2016-11-10T09:18:47.%f,450
2016-11-10T09:18:47.%f,592
2016-11-10T09:18:47.%f,517
2016-11-10T09:18:51.%f,532
2016-11-10T09:18:57.%f,533
2016-11-10T09:19:07.%f,639
2016-11-10T09:19:09.%f,532
2016-11-10T09:19:13.%f,509
2016-11-10T09:19:17.%f,517
2016-11-10T09:19:21.%f,517
2016-11-10T09:19:22.%f,517
2016-11-10T09:19:27.%f,509
2016-11-10T09:19:28.%f,533
2016-11-10T09:19:28.%f,517
2016-11-10T09:19:28.%f,451
2016-11-10T09:19:29.%f,517
2016-11-10T09:19:29.%f,533
2016-11-10T09:19:29.%f,517
2016-11-10T09:19:29.%f,532
2016-11-10T09:19:31.%f,451
2016-11-10T09:19:31.%f,592
2016-11-10T09:19:31.%f,518
2016-11-10T09:19:31.%f,592
2016-11-10T09:19:31.%f,518
2016-11-10T09:19:32.%f,450
2016-11-10T09:19:33.%f,591
2016-11-10T09:19:35.%f,451
2016-11-10T09:19:35.%f,451
2016-11-10T09:19:36.%f,630
2016-11-10T09:19:36.%f,534
2016-11-10T09:19:36.%f,451
2016-11-10T09:19:37.%f,518
2016-11-10T09:19:38.%f,451
2016-11-10T09:19:38.%f,518
2016-11-10T09:19:38.%f,518
2016-11-10T09:19:39.%f,450
2016-11-10T09:19:39.%f,450
2016-11-10T09:19:41.%f,451
2016-11-10T09:19:41.%f,451
2016-11-10T09:19:41.%f,518
2016-11-10T09:19:41.%f,533
2016-11-10T09:19:42.%f,518
2016-11-10T09:19:43.%f,592
2016-11-10T09:19:43.%f,451
2016-11-10T09:19:45.%f,451
2016-11-10T09:19:45.%f,592
2016-11-10T09:19:45.%f,451
2016-11-10T09:19:45.%f,518
2016-11-10T09:19:47.%f,534
