datetime,len2016-11-11T10:12:14,592
2016-11-11T10:12:14,518
2016-11-11T10:12:21,534
2016-11-11T10:12:21,451
2016-11-11T10:12:22,534
2016-11-11T10:12:22,451
2016-11-11T10:12:26,533
2016-11-11T10:12:38,451
2016-11-11T10:12:38,509
2016-11-11T10:12:38,451
2016-11-11T10:12:39,451
2016-11-11T10:12:39,451
2016-11-11T10:12:39,451
2016-11-11T10:12:39,592
2016-11-11T10:12:39,451
2016-11-11T10:12:41,592
2016-11-11T10:12:41,517
2016-11-11T10:12:41,532
2016-11-11T10:12:42,532
2016-11-11T10:12:42,531
2016-11-11T10:12:58,531
2016-11-11T10:13:00,516
2016-11-11T10:13:01,517
2016-11-11T10:13:01,590
2016-11-11T10:13:04,592
2016-11-11T10:13:04,591
2016-11-11T10:13:04,517
2016-11-11T10:13:06,517
2016-11-11T10:13:10,533
2016-11-11T10:13:11,533
2016-11-11T10:13:11,532
2016-11-11T10:13:12,517
2016-11-11T10:13:13,533
2016-11-11T10:13:13,451
2016-11-11T10:13:16,592
2016-11-11T10:13:16,591
2016-11-11T10:13:16,517
2016-11-11T10:13:16,517
2016-11-11T10:13:17,517
2016-11-11T10:13:23,592
2016-11-11T10:13:23,637
2016-11-11T10:13:23,517
2016-11-11T10:13:23,517
2016-11-11T10:13:24,591
2016-11-11T10:13:24,517
2016-11-11T10:13:24,591
2016-11-11T10:13:25,517
2016-11-11T10:13:26,517
2016-11-11T10:13:26,532
2016-11-11T10:13:43,450
2016-11-11T10:13:43,534
2016-11-11T10:13:43,521
2016-11-11T10:13:43,450
2016-11-11T10:13:45,532
2016-11-11T10:13:45,450
2016-11-11T10:13:45,532
2016-11-11T10:13:45,532
2016-11-11T10:13:46,591
2016-11-11T10:13:46,450
2016-11-11T10:13:46,521
2016-11-11T10:13:48,450
2016-11-11T10:13:48,450
2016-11-11T10:13:48,520
2016-11-11T10:13:50,451
2016-11-11T10:13:50,451
2016-11-11T10:13:51,451
2016-11-11T10:13:51,517
2016-11-11T10:13:55,629
2016-11-11T10:13:55,521
2016-11-11T10:13:57,450
2016-11-11T10:13:57,521
2016-11-11T10:13:59,451
2016-11-11T10:13:59,517
2016-11-11T10:14:00,509
2016-11-11T10:14:05,517
2016-11-11T10:14:06,630
2016-11-11T10:14:06,533
2016-11-11T10:14:06,451
2016-11-11T10:14:06,509
2016-11-11T10:14:08,451
2016-11-11T10:14:08,451
2016-11-11T10:14:09,592
2016-11-11T10:14:09,591
2016-11-11T10:14:09,451
2016-11-11T10:14:11,586
2016-11-11T10:14:11,509
2016-11-11T10:14:11,592
2016-11-11T10:14:12,517
2016-11-11T10:14:12,592
2016-11-11T10:14:12,517
2016-11-11T10:14:13,517
2016-11-11T10:14:13,449
2016-11-11T10:14:15,449
2016-11-11T10:14:18,532
2016-11-11T10:14:24,591
2016-11-11T10:14:25,517
2016-11-11T10:14:26,591
2016-11-11T10:14:26,517
2016-11-11T10:14:41,532
2016-11-11T10:14:44,450
2016-11-11T10:14:45,517
2016-11-11T10:14:46,561
2016-11-11T10:14:46,521
2016-11-11T10:14:49,450
2016-11-11T10:14:49,521
2016-11-11T10:14:49,629
2016-11-11T10:14:49,521
2016-11-11T10:14:49,450
2016-11-11T10:14:49,521
2016-11-11T10:14:49,591
2016-11-11T10:14:49,517
2016-11-11T10:14:50,521
2016-11-11T10:14:50,521
2016-11-11T10:14:50,518
2016-11-11T10:14:50,450
2016-11-11T10:14:56,533
2016-11-11T10:14:59,591
2016-11-11T10:14:59,591
2016-11-11T10:14:59,521
2016-11-11T10:15:01,522
2016-11-11T10:15:04,449
2016-11-11T10:15:04,510
2016-11-11T10:15:04,451
2016-11-11T10:15:05,590
2016-11-11T10:15:05,450
2016-11-11T10:15:06,592
2016-11-11T10:15:06,518
2016-11-11T10:15:09,592
2016-11-11T10:15:09,518
2016-11-11T10:15:10,592
2016-11-11T10:15:10,518
2016-11-11T10:15:13,585
2016-11-11T10:15:13,591
2016-11-11T10:15:15,533
2016-11-11T10:15:15,585
2016-11-11T10:15:15,534
2016-11-11T10:15:15,518
2016-11-11T10:15:15,517
2016-11-11T10:15:22,532
2016-11-11T10:15:28,533
2016-11-11T10:15:28,522
2016-11-11T10:15:29,591
2016-11-11T10:15:29,591
2016-11-11T10:15:29,450
2016-11-11T10:15:31,533
2016-11-11T10:15:31,522
2016-11-11T10:15:31,521
2016-11-11T10:15:33,591
2016-11-11T10:15:34,521
2016-11-11T10:15:40,591
2016-11-11T10:15:40,450
2016-11-11T10:15:40,450
2016-11-11T10:15:41,533
2016-11-11T10:15:43,592
2016-11-11T10:15:43,591
2016-11-11T10:15:43,518
2016-11-11T10:15:44,592
2016-11-11T10:15:44,518
2016-11-11T10:15:44,450
2016-11-11T10:15:44,451
2016-11-11T10:15:45,451
2016-11-11T10:15:47,522
2016-11-11T10:15:49,534
2016-11-11T10:15:50,598
2016-11-11T10:15:51,451
2016-11-11T10:15:53,592
2016-11-11T10:15:53,518
2016-11-11T10:15:53,451
2016-11-11T10:15:54,592
2016-11-11T10:15:54,518
2016-11-11T10:15:54,451
2016-11-11T10:15:56,533
2016-11-11T10:15:57,534
2016-11-11T10:15:57,451
2016-11-11T10:16:00,534
2016-11-11T10:16:00,451
2016-11-11T10:16:01,451
2016-11-11T10:16:01,522
2016-11-11T10:16:03,534
2016-11-11T10:16:03,522
2016-11-11T10:16:04,451
2016-11-11T10:16:04,522
2016-11-11T10:16:05,450
2016-11-11T10:16:05,510
2016-11-11T10:16:05,451
2016-11-11T10:16:06,450
2016-11-11T10:16:06,510
2016-11-11T10:16:06,451
2016-11-11T10:16:06,534
2016-11-11T10:16:11,533
2016-11-11T10:16:14,586
2016-11-11T10:16:14,522
2016-11-11T10:16:15,521
2016-11-11T10:16:24,591
2016-11-11T10:16:24,450
2016-11-11T10:16:24,518
2016-11-11T10:16:24,518
2016-11-11T10:16:25,451
2016-11-11T10:16:25,592
2016-11-11T10:16:25,518
2016-11-11T10:16:28,451
2016-11-11T10:16:28,449
2016-11-11T10:16:29,590
2016-11-11T10:16:29,518
2016-11-11T10:16:32,449
2016-11-11T10:16:33,592
2016-11-11T10:16:33,518
2016-11-11T10:16:34,592
2016-11-11T10:16:34,450
2016-11-11T10:16:41,533
2016-11-11T10:16:44,586
2016-11-11T10:16:44,592
2016-11-11T10:16:44,522
2016-11-11T10:16:47,450
2016-11-11T10:16:47,592
2016-11-11T10:16:47,450
2016-11-11T10:16:47,510
2016-11-11T10:16:48,592
2016-11-11T10:16:48,450
2016-11-11T10:16:50,533
2016-11-11T10:16:50,592
2016-11-11T10:16:50,451
2016-11-11T10:16:51,534
2016-11-11T10:16:51,522
2016-11-11T10:16:57,592
2016-11-11T10:16:58,592
2016-11-11T10:16:59,592
2016-11-11T10:16:59,592
2016-11-11T10:16:59,522
2016-11-11T10:17:03,592
2016-11-11T10:17:03,451
2016-11-11T10:17:03,521
2016-11-11T10:17:05,592
2016-11-11T10:17:05,451
2016-11-11T10:17:11,451
2016-11-11T10:17:11,522
2016-11-11T10:17:11,522
2016-11-11T10:17:12,534
2016-11-11T10:17:12,451
2016-11-11T10:17:23,592
2016-11-11T10:17:23,592
2016-11-11T10:17:23,522
2016-11-11T10:17:24,592
2016-11-11T10:17:24,522
2016-11-11T10:17:27,450
2016-11-11T10:17:27,534
2016-11-11T10:17:27,450
2016-11-11T10:17:27,517
2016-11-11T10:17:28,450
2016-11-11T10:17:28,450
2016-11-11T10:17:28,450
2016-11-11T10:17:32,533
2016-11-11T10:17:41,533
2016-11-11T10:17:49,591
2016-11-11T10:17:49,450
2016-11-11T10:17:50,591
2016-11-11T10:17:51,518
2016-11-11T10:17:51,450
2016-11-11T10:17:51,450
2016-11-11T10:17:52,450
2016-11-11T10:17:52,450
2016-11-11T10:17:53,518
2016-11-11T10:17:53,451
2016-11-11T10:17:53,518
2016-11-11T10:17:56,533
2016-11-11T10:18:13,598
2016-11-11T10:18:19,533
2016-11-11T10:18:26,510
2016-11-11T10:18:27,450
2016-11-11T10:18:27,592
2016-11-11T10:18:27,518
2016-11-11T10:18:28,450
2016-11-11T10:18:28,592
2016-11-11T10:18:28,450
2016-11-11T10:18:38,450
2016-11-11T10:18:38,450
2016-11-11T10:18:38,518
2016-11-11T10:18:39,591
2016-11-11T10:18:39,450
2016-11-11T10:18:39,518
2016-11-11T10:18:39,518
2016-11-11T10:18:56,533
2016-11-11T10:19:09,533
2016-11-11T10:19:10,592
2016-11-11T10:19:10,450
2016-11-11T10:19:10,518
2016-11-11T10:19:11,592
2016-11-11T10:19:11,450
2016-11-11T10:19:18,598
2016-11-11T10:19:23,591
2016-11-11T10:19:23,592
2016-11-11T10:19:23,518
2016-11-11T10:19:24,592
2016-11-11T10:19:24,450
2016-11-11T10:19:25,534
2016-11-11T10:19:25,450
2016-11-11T10:19:26,533
2016-11-11T10:19:26,523
