datetime,len_sum,smallest,largest,count_sum,occupied,0x0000,0xbfb8,0xab52,0xffff,0x6493,0x0e91,0x469a,0x0cd0,0xdfb8,0x0e910db012dbfe91
2021-02-03 10:07:44,3575,19,215,39,0,22,25,4,13,8,6,0,0,0,0
2021-02-03 10:08:44,1181,85,173,11,0,7,8,0,7,0,0,0,0,0,0
2021-02-03 10:09:44,923,85,173,9,0,6,5,0,7,0,0,0,0,0,0
2021-02-03 10:10:44,2682,19,213,28,0,16,17,0,8,0,0,7,8,0,0
2021-02-03 10:11:44,1018,85,173,10,0,6,6,0,8,0,0,0,0,0,0
2021-02-03 10:12:44,1809,85,213,17,0,10,12,0,12,0,0,0,0,0,0
2021-02-03 10:13:44,1028,85,173,10,0,7,6,0,7,0,0,0,0,0,0
2021-02-03 10:14:44,1123,85,173,11,0,7,7,0,8,0,0,0,0,0,0
2021-02-03 10:15:44,1486,85,173,14,0,10,10,0,8,0,0,0,0,0,0
2021-02-03 10:16:44,2416,19,213,22,0,14,18,5,7,0,0,0,0,0,0
2021-02-03 10:17:44,3758,19,173,38,0,24,27,0,12,6,7,0,0,0,0
2021-02-03 10:18:44,923,85,173,9,0,6,5,0,7,0,0,0,0,0,0
2021-02-03 10:19:44,1018,85,173,10,0,6,6,0,8,0,0,0,0,0,0
2021-02-03 10:20:44,2620,19,173,28,0,17,19,0,6,0,0,6,8,0,0
2021-02-03 10:21:44,1276,85,173,12,0,8,8,0,8,0,0,0,0,0,0
2021-02-03 10:22:44,1914,85,213,18,0,11,13,0,12,0,0,0,0,0,0
2021-02-03 10:23:44,1123,85,173,11,0,7,7,0,8,0,0,0,0,0,0
2021-02-03 10:24:44,1028,85,173,10,0,7,6,0,7,0,0,0,0,0,0
2021-02-03 10:25:44,1123,85,173,11,0,7,7,0,8,0,0,0,0,0,0
2021-02-03 10:26:44,2445,19,173,25,0,13,21,8,8,0,0,0,0,0,0
2021-02-03 10:27:44,2706,19,173,28,0,18,19,0,11,4,4,0,0,0,0
2021-02-03 10:28:44,1276,85,173,12,0,8,8,0,8,0,0,0,0,0,0
2021-02-03 10:29:44,1018,85,173,10,0,6,6,0,8,0,0,0,0,0,0
2021-02-03 10:30:44,2355,19,213,25,0,15,14,0,7,0,0,7,7,0,0
2021-02-03 10:31:44,1018,85,173,10,0,6,6,0,8,0,0,0,0,0,0
2021-02-03 10:32:44,1714,85,213,16,0,9,12,0,11,0,0,0,0,0,0
