datetime,len_sum,smallest,largest,count_sum,occupied,0x0000,0xbfb8,0xab52,0xffff,0x6493,0x0e91,0x469a,0x0cd0,0xdfb8,0x0e910db012dbfe91
2021-02-03 10:07:59,4023,19,215,43,0,25,28,4,15,8,6,0,0,0,0
2021-02-03 10:09:14,1018,85,173,10,0,6,6,0,8,0,0,0,0,0,0
2021-02-03 10:10:29,2073,19,213,21,0,16,9,0,10,0,0,7,0,0,0
2021-02-03 10:11:44,2265,19,213,23,0,10,18,0,10,0,0,0,8,0,0
2021-02-03 10:12:59,1999,85,213,19,0,11,13,0,14,0,0,0,0,0,0
2021-02-03 10:14:14,1581,85,173,15,0,11,10,0,9,0,0,0,0,0,0
2021-02-03 10:15:29,1313,85,173,13,0,8,8,0,10,0,0,0,0,0,0
2021-02-03 10:16:44,2969,19,213,27,0,18,22,5,9,0,0,0,0,0,0
2021-02-03 10:17:59,3948,19,173,40,0,25,28,0,14,6,7,0,0,0,0
2021-02-03 10:19:14,1371,85,173,13,0,9,8,0,9,0,0,0,0,0,0
2021-02-03 10:20:29,1583,19,173,17,0,13,6,0,9,0,0,6,0,0,0
2021-02-03 10:21:44,2693,19,173,27,0,14,23,0,9,0,0,0,8,0,0
2021-02-03 10:22:59,2104,85,213,20,0,12,14,0,14,0,0,0,0,0,0
2021-02-03 10:24:14,1218,85,173,12,0,8,7,0,9,0,0,0,0,0,0
2021-02-03 10:25:29,1676,85,173,16,0,11,11,0,10,0,0,0,0,0,0
2021-02-03 10:26:44,2635,19,173,27,0,14,22,8,10,0,0,0,0,0,0
2021-02-03 10:27:59,3154,19,173,32,0,21,22,0,13,4,4,0,0,0,0
2021-02-03 10:29:14,1208,85,173,12,0,7,7,0,10,0,0,0,0,0,0
2021-02-03 10:30:29,1978,19,213,20,0,16,8,0,9,0,0,7,0,0,0
2021-02-03 10:31:44,2033,19,213,21,0,9,16,0,10,0,0,0,7,0,0
2021-02-03 10:32:59,2267,85,213,21,0,13,16,0,13,0,0,0,0,0,0
2021-02-03 10:34:14,1313,85,173,13,0,8,8,0,10,0,0,0,0,0,0
2021-02-03 10:35:29,5116,19,215,58,1,39,31,0,9,18,0,4,15,0,0
2021-02-03 10:36:44,4126,19,213,44,1,32,23,7,10,0,0,16,0,0,0
2021-02-03 10:37:59,2450,19,215,24,1,13,15,0,13,3,4,0,0,0,0
2021-02-03 10:39:14,1466,85,173,14,1,9,9,0,10,0,0,0,0,0,0
2021-02-03 10:40:29,1208,85,173,12,1,7,7,0,10,0,0,0,0,0,0
2021-02-03 10:41:44,1371,85,173,13,1,9,8,0,9,0,0,0,0,0,0
2021-02-03 10:42:59,2104,85,213,20,1,12,14,0,14,0,0,0,0,0,0
2021-02-03 10:44:14,1218,85,173,12,1,8,7,0,9,0,0,0,0,0,0
2021-02-03 10:45:29,2965,19,173,29,1,17,24,0,9,0,0,0,8,0,0
2021-02-03 10:46:44,2914,19,173,32,1,19,21,9,8,0,0,7,0,0,0
2021-02-03 10:47:59,3838,19,173,40,1,26,27,0,14,7,6,0,0,0,0
2021-02-03 10:49:14,1113,85,173,11,1,7,6,0,9,0,0,0,0,0,0
2021-02-03 10:50:29,1466,85,173,14,1,9,9,0,10,0,0,0,0,0,0
2021-02-03 10:51:44,1208,85,173,12,1,7,7,0,10,0,0,0,0,0,0
2021-02-03 10:52:59,2277,85,213,21,1,15,15,0,12,0,0,0,0,0,0
2021-02-03 10:54:14,1313,85,173,13,1,8,8,0,10,0,0,0,0,0,0
2021-02-03 10:55:29,2811,19,213,27,1,15,22,0,9,0,0,0,8,0,0
2021-02-03 10:56:44,3387,19,213,33,1,20,22,8,10,0,0,6,0,0,0
2021-02-03 10:57:59,3592,19,215,36,1,21,25,0,13,5,8,0,0,0,0
2021-02-03 10:59:14,1466,85,173,14,1,9,9,0,10,0,0,0,0,0,0
2021-02-03 11:00:29,1113,85,173,11,1,6,7,0,9,0,0,0,0,0,0
2021-02-03 11:01:44,1466,85,173,14,1,9,9,0,10,0,0,0,0,0,0
2021-02-03 11:02:59,2009,85,213,19,1,12,13,0,13,0,0,0,0,0,0
2021-02-03 11:04:14,1676,85,173,16,1,11,11,0,10,0,0,0,0,0,0
2021-02-03 11:05:29,2530,19,173,26,1,13,21,0,10,0,0,0,8,0,0
2021-02-03 11:06:44,2905,19,173,31,1,19,20,8,9,0,0,6,0,0,0
2021-02-03 11:07:59,3740,19,215,38,1,26,24,0,13,8,5,0,0,0,0
2021-02-03 11:09:14,2270,85,173,22,1,11,15,0,18,0,0,0,0,0,0
2021-02-03 11:10:29,2528,85,173,24,1,13,17,0,18,0,0,0,0,0,0
2021-02-03 11:11:44,1208,85,173,12,1,7,7,0,10,0,0,0,0,0,0
