datetime,len_sum,smallest,largest,count_sum,occupied,0x0000,0xbfb8,0xab52,0xffff,0x6493,0x0e91,0x469a,0x0cd0,0xdfb8,0x0e910db012dbfe91
2021-02-03 10:08:44,4756,19,215,50,0,29,33,4,20,8,6,0,0,0,0
2021-02-03 10:10:44,3605,19,213,37,0,22,22,0,15,0,0,7,8,0,0
2021-02-03 10:12:44,2827,85,213,27,0,16,18,0,20,0,0,0,0,0,0
2021-02-03 10:14:44,2151,85,173,21,0,14,13,0,15,0,0,0,0,0,0
2021-02-03 10:16:44,3902,19,213,36,0,24,28,5,15,0,0,0,0,0,0
2021-02-03 10:18:44,4681,19,173,47,0,30,32,0,19,6,7,0,0,0,0
2021-02-03 10:20:44,3638,19,173,38,0,23,25,0,14,0,0,6,8,0,0
2021-02-03 10:22:44,3190,85,213,30,0,19,21,0,20,0,0,0,0,0,0
2021-02-03 10:24:44,2151,85,173,21,0,14,13,0,15,0,0,0,0,0,0
2021-02-03 10:26:44,3568,19,173,36,0,20,28,8,16,0,0,0,0,0,0
2021-02-03 10:28:44,3982,19,173,40,0,26,27,0,19,4,4,0,0,0,0
2021-02-03 10:30:44,3373,19,213,35,0,21,20,0,15,0,0,7,7,0,0
2021-02-03 10:32:44,2732,85,213,26,0,15,18,0,19,0,0,0,0,0,0
2021-02-03 10:34:44,2514,85,173,24,0,17,16,0,15,0,0,0,0,0,0
2021-02-03 10:36:44,8594,19,215,96,1,66,50,7,16,18,0,20,15,0,0
2021-02-03 10:38:44,3278,19,215,32,1,18,20,0,19,3,4,0,0,0,0
2021-02-03 10:40:44,2036,85,173,20,1,12,12,0,16,0,0,0,0,0,0
2021-02-03 10:42:44,3095,85,213,29,1,19,20,0,19,0,0,0,0,0,0
2021-02-03 10:44:44,2151,85,173,21,1,14,13,0,15,0,0,0,0,0,0
2021-02-03 10:46:44,5136,19,173,54,1,31,40,9,13,0,0,7,8,0,0
2021-02-03 10:48:44,4666,19,173,48,1,31,32,0,20,7,6,0,0,0,0
2021-02-03 10:50:44,1941,85,173,19,1,12,11,0,15,0,0,0,0,0,0
2021-02-03 10:52:44,2742,85,213,26,1,17,17,0,18,0,0,0,0,0,0
2021-02-03 10:54:44,2514,85,173,24,1,17,16,0,15,0,0,0,0,0,0
2021-02-03 10:56:44,5550,19,213,54,1,30,40,8,16,0,0,6,8,0,0
2021-02-03 10:58:44,4420,19,215,44,1,26,30,0,19,5,8,0,0,0,0
2021-02-03 11:00:44,2199,85,173,21,1,13,14,0,15,0,0,0,0,0,0
2021-02-03 11:02:44,2837,85,213,27,1,17,18,0,19,0,0,0,0,0,0
2021-02-03 11:04:44,2246,85,173,22,1,14,14,0,16,0,0,0,0,0,0
2021-02-03 11:06:44,5055,19,173,53,1,30,39,8,15,0,0,6,8,0,0
2021-02-03 11:08:44,5202,19,215,52,1,34,34,0,23,8,5,0,0,0,0
2021-02-03 11:10:44,3526,85,173,34,1,17,23,0,28,0,0,0,0,0,0
2021-02-03 11:12:44,2454,85,173,24,1,14,15,0,19,0,0,0,0,0,0
2021-02-03 11:14:44,2514,85,173,24,1,17,16,0,15,0,0,0,0,0,0
2021-02-03 11:16:44,4984,19,213,50,1,28,35,6,16,0,0,7,8,0,0
2021-02-03 11:18:44,4467,19,173,45,1,29,29,0,19,7,6,0,0,0,0
2021-02-03 11:20:44,2199,85,173,21,1,14,13,0,15,0,0,0,0,0,0
2021-02-03 11:22:44,2752,85,213,26,1,16,17,0,19,0,0,0,0,0,0
2021-02-03 11:24:44,2151,85,173,21,1,14,13,0,15,0,0,0,0,0,0
2021-02-03 11:26:44,5341,19,173,57,1,35,38,8,14,4,0,7,8,0,0
2021-02-03 11:28:44,3982,19,215,38,1,21,27,0,19,1,6,0,0,1,1
2021-02-03 11:30:44,5845,19,173,67,0,40,43,0,15,0,0,16,20,0,0
2021-02-03 11:32:44,2579,85,213,25,0,15,16,0,19,0,0,0,0,0,0
2021-02-03 11:34:44,2609,85,173,25,0,17,17,0,16,0,0,0,0,0,0
2021-02-03 11:36:44,5005,19,215,51,0,30,34,8,19,8,3,0,0,0,0
2021-02-03 11:38:44,2187,85,173,21,0,14,13,0,15,0,0,0,0,0,0
2021-02-03 11:40:44,3962,19,213,38,0,22,24,0,15,0,0,6,9,0,0
2021-02-03 11:42:44,2932,85,213,28,0,17,19,0,20,0,0,0,0,0,0
2021-02-03 11:44:44,2151,85,173,21,0,14,13,0,15,0,0,0,0,0,0
2021-02-03 11:46:44,5623,19,173,57,0,33,41,7,19,7,7,0,0,0,0
2021-02-03 11:48:44,2296,85,173,22,0,15,14,0,15,0,0,0,0,0,0
2021-02-03 11:50:44,3818,19,173,40,0,25,25,0,15,0,0,7,8,0,0
2021-02-03 11:52:44,2837,85,213,27,0,16,19,0,19,0,0,0,0,0,0
2021-02-03 11:54:44,2514,85,173,24,0,17,16,0,15,0,0,0,0,0,0
2021-02-03 11:56:44,8382,19,213,90,1,56,61,8,19,12,6,8,10,0,0
2021-02-03 11:58:44,1941,85,173,19,1,12,11,0,15,0,0,0,0,0,0
2021-02-03 12:00:44,2199,85,173,21,1,14,13,0,15,0,0,0,0,0,0
2021-02-03 12:02:44,2847,85,213,27,1,16,18,0,20,0,0,0,0,0,0
