datetime,len_sum,smallest,largest,count_sum,occupied,0x0000,0xbfb8,0xab52,0xffff,0x6493,0x0e91,0x469a,0x0cd0,0xdfb8,0x0e910db012dbfe91
2021-02-03 10:08:14,4213,19,215,45,0,26,29,4,17,8,6,0,0,0,0
2021-02-03 10:09:44,1466,85,173,14,0,9,9,0,10,0,0,0,0,0,0
2021-02-03 10:11:14,3062,19,213,32,0,18,19,0,12,0,0,7,8,0,0
2021-02-03 10:12:44,2447,85,213,23,0,14,16,0,16,0,0,0,0,0,0
2021-02-03 10:14:14,1771,85,173,17,0,12,11,0,11,0,0,0,0,0,0
2021-02-03 10:15:44,1866,85,173,18,0,12,12,0,12,0,0,0,0,0,0
2021-02-03 10:17:14,2796,19,213,26,0,16,20,5,11,0,0,0,0,0,0
2021-02-03 10:18:44,4301,19,173,43,0,28,30,0,15,6,7,0,0,0,0
2021-02-03 10:20:14,1656,85,173,16,0,10,10,0,12,0,0,0,0,0,0
2021-02-03 10:21:44,3258,19,173,34,0,21,23,0,10,0,0,6,8,0,0
2021-02-03 10:23:14,2294,85,213,22,0,13,15,0,16,0,0,0,0,0,0
2021-02-03 10:24:44,1771,85,173,17,0,12,11,0,11,0,0,0,0,0,0
2021-02-03 10:26:14,1866,85,173,18,0,12,12,0,12,0,0,0,0,0,0
2021-02-03 10:27:44,4408,19,173,46,0,26,35,8,15,4,4,0,0,0,0
2021-02-03 10:29:14,1656,85,173,16,0,10,10,0,12,0,0,0,0,0,0
2021-02-03 10:30:44,2993,19,213,31,0,19,18,0,11,0,0,7,7,0,0
2021-02-03 10:32:14,1949,85,173,19,0,10,13,0,15,0,0,0,0,0,0
2021-02-03 10:33:44,1906,85,213,18,0,12,12,0,12,0,0,0,0,0,0
2021-02-03 10:35:14,5669,19,215,63,1,43,35,0,11,18,0,4,15,0,0
2021-02-03 10:36:44,4316,19,213,46,1,33,24,7,12,0,0,16,0,0,0
2021-02-03 10:38:14,2898,19,215,28,1,16,18,0,15,3,4,0,0,0,0
2021-02-03 10:39:44,1398,85,173,14,1,8,8,0,12,0,0,0,0,0,0
2021-02-03 10:41:14,1561,85,173,15,1,10,9,0,11,0,0,0,0,0,0
2021-02-03 10:42:44,2552,85,213,24,1,15,17,0,16,0,0,0,0,0,0
2021-02-03 10:44:14,1408,85,173,14,1,9,8,0,11,0,0,0,0,0,0
2021-02-03 10:45:44,3615,19,173,37,1,25,24,0,10,0,0,7,8,0,0
