Accuracy,pad,file
0.328502415,26, 60_second_0.01_alpha_9_fold_25_n_1_k_final_score.csv
0.345410628,27, 60_second_0.01_alpha_9_fold_25_n_2_k_final_score.csv
0.335748792,28, 60_second_0.01_alpha_9_fold_25_n_3_k_final_score.csv
0.359903382,29, 60_second_0.01_alpha_9_fold_25_n_4_k_final_score.csv
0.350241546,30, 60_second_0.01_alpha_9_fold_25_n_5_k_final_score.csv
0.335748792,31, 60_second_0.01_alpha_9_fold_25_n_6_k_final_score.csv
0.350241546,32, 60_second_0.01_alpha_9_fold_25_n_7_k_final_score.csv
0.350241546,33, 60_second_0.01_alpha_9_fold_25_n_8_k_final_score.csv
0.396135266,34, 60_second_0.01_alpha_9_fold_25_n_9_k_final_score.csv
0.506426735,60, 60_second_0.01_alpha_9_fold_50_n_10_k_final_score.csv
0.269922879,51, 60_second_0.01_alpha_9_fold_50_n_1_k_final_score.csv
0.406169666,52, 60_second_0.01_alpha_9_fold_50_n_2_k_final_score.csv
0.401028278,53, 60_second_0.01_alpha_9_fold_50_n_3_k_final_score.csv
0.359897172,54, 60_second_0.01_alpha_9_fold_50_n_4_k_final_score.csv
0.411311054,55, 60_second_0.01_alpha_9_fold_50_n_5_k_final_score.csv
0.411311054,56, 60_second_0.01_alpha_9_fold_50_n_6_k_final_score.csv
0.359897172,57, 60_second_0.01_alpha_9_fold_50_n_7_k_final_score.csv
0.398457584,58, 60_second_0.01_alpha_9_fold_50_n_8_k_final_score.csv
0.485861183,59, 60_second_0.01_alpha_9_fold_50_n_9_k_final_score.csv
0.625368732,110, 60_second_0.05_alpha_10_fold_100_n_10_k_final_score.csv
0.174041298,101, 60_second_0.05_alpha_10_fold_100_n_1_k_final_score.csv
0.457227139,102, 60_second_0.05_alpha_10_fold_100_n_2_k_final_score.csv
0.486725664,103, 60_second_0.05_alpha_10_fold_100_n_3_k_final_score.csv
0.539823009,104, 60_second_0.05_alpha_10_fold_100_n_4_k_final_score.csv
0.587020649,105, 60_second_0.05_alpha_10_fold_100_n_5_k_final_score.csv
0.660766962,106, 60_second_0.05_alpha_10_fold_100_n_6_k_final_score.csv
0.654867257,107, 60_second_0.05_alpha_10_fold_100_n_7_k_final_score.csv
0.713864307,108, 60_second_0.05_alpha_10_fold_100_n_8_k_final_score.csv
0.607669617,109, 60_second_0.05_alpha_10_fold_100_n_9_k_final_score.csv
0.344988345,11, 60_second_0.05_alpha_10_fold_10_n_1_k_final_score.csv
0.27039627,12, 60_second_0.05_alpha_10_fold_10_n_2_k_final_score.csv
0.27972028,13, 60_second_0.05_alpha_10_fold_10_n_3_k_final_score.csv
0.293706294,14, 60_second_0.05_alpha_10_fold_10_n_4_k_final_score.csv
0.289044289,15, 60_second_0.05_alpha_10_fold_10_n_5_k_final_score.csv
0.293706294,16, 60_second_0.05_alpha_10_fold_10_n_6_k_final_score.csv
0.300699301,17, 60_second_0.05_alpha_10_fold_10_n_7_k_final_score.csv
0.282051282,18, 60_second_0.05_alpha_10_fold_10_n_8_k_final_score.csv
0.27972028,19, 60_second_0.05_alpha_10_fold_10_n_9_k_final_score.csv
0.360849057,25, 60_second_0.05_alpha_10_fold_15_n_10_k_final_score.csv
0.389150943,16, 60_second_0.05_alpha_10_fold_15_n_1_k_final_score.csv
0.344339623,17, 60_second_0.05_alpha_10_fold_15_n_2_k_final_score.csv
0.29245283,18, 60_second_0.05_alpha_10_fold_15_n_3_k_final_score.csv
0.29009434,19, 60_second_0.05_alpha_10_fold_15_n_4_k_final_score.csv
0.301886792,20, 60_second_0.05_alpha_10_fold_15_n_5_k_final_score.csv
0.294811321,21, 60_second_0.05_alpha_10_fold_15_n_6_k_final_score.csv
0.304245283,22, 60_second_0.05_alpha_10_fold_15_n_7_k_final_score.csv
0.306603774,23, 60_second_0.05_alpha_10_fold_15_n_8_k_final_score.csv
0.337264151,24, 60_second_0.05_alpha_10_fold_15_n_9_k_final_score.csv
0.381642512,35, 60_second_0.05_alpha_10_fold_25_n_10_k_final_score.csv
0.330917874,26, 60_second_0.05_alpha_10_fold_25_n_1_k_final_score.csv
0.333333333,27, 60_second_0.05_alpha_10_fold_25_n_2_k_final_score.csv
0.328502415,28, 60_second_0.05_alpha_10_fold_25_n_3_k_final_score.csv
0.352657005,29, 60_second_0.05_alpha_10_fold_25_n_4_k_final_score.csv
0.347826087,30, 60_second_0.05_alpha_10_fold_25_n_5_k_final_score.csv
0.367149758,31, 60_second_0.05_alpha_10_fold_25_n_6_k_final_score.csv
0.367149758,32, 60_second_0.05_alpha_10_fold_25_n_7_k_final_score.csv
0.400966184,33, 60_second_0.05_alpha_10_fold_25_n_8_k_final_score.csv
0.376811594,34, 60_second_0.05_alpha_10_fold_25_n_9_k_final_score.csv
0.470437018,60, 60_second_0.05_alpha_10_fold_50_n_10_k_final_score.csv
0.218508997,51, 60_second_0.05_alpha_10_fold_50_n_1_k_final_score.csv
0.305912596,52, 60_second_0.05_alpha_10_fold_50_n_2_k_final_score.csv
0.390745501,53, 60_second_0.05_alpha_10_fold_50_n_3_k_final_score.csv
0.413881748,54, 60_second_0.05_alpha_10_fold_50_n_4_k_final_score.csv
0.401028278,55, 60_second_0.05_alpha_10_fold_50_n_5_k_final_score.csv
0.362467866,56, 60_second_0.05_alpha_10_fold_50_n_6_k_final_score.csv
0.385604113,57, 60_second_0.05_alpha_10_fold_50_n_7_k_final_score.csv
0.413881748,58, 60_second_0.05_alpha_10_fold_50_n_8_k_final_score.csv
0.390745501,59, 60_second_0.05_alpha_10_fold_50_n_9_k_final_score.csv
0.510324484,110, 60_second_0.05_alpha_2_fold_100_n_10_k_final_score.csv
0.171091445,101, 60_second_0.05_alpha_2_fold_100_n_1_k_final_score.csv
0.404129794,102, 60_second_0.05_alpha_2_fold_100_n_2_k_final_score.csv
0.448377581,103, 60_second_0.05_alpha_2_fold_100_n_3_k_final_score.csv
0.489675516,104, 60_second_0.05_alpha_2_fold_100_n_4_k_final_score.csv
0.457227139,105, 60_second_0.05_alpha_2_fold_100_n_5_k_final_score.csv
0.486725664,106, 60_second_0.05_alpha_2_fold_100_n_6_k_final_score.csv
0.510324484,107, 60_second_0.05_alpha_2_fold_100_n_7_k_final_score.csv
0.454277286,108, 60_second_0.05_alpha_2_fold_100_n_8_k_final_score.csv
0.442477876,109, 60_second_0.05_alpha_2_fold_100_n_9_k_final_score.csv
0.382284382,11, 60_second_0.05_alpha_2_fold_10_n_1_k_final_score.csv
0.296037296,12, 60_second_0.05_alpha_2_fold_10_n_2_k_final_score.csv
0.293706294,13, 60_second_0.05_alpha_2_fold_10_n_3_k_final_score.csv
0.291375291,14, 60_second_0.05_alpha_2_fold_10_n_4_k_final_score.csv
0.286713287,15, 60_second_0.05_alpha_2_fold_10_n_5_k_final_score.csv
0.303030303,16, 60_second_0.05_alpha_2_fold_10_n_6_k_final_score.csv
0.296037296,17, 60_second_0.05_alpha_2_fold_10_n_7_k_final_score.csv
0.284382284,18, 60_second_0.05_alpha_2_fold_10_n_8_k_final_score.csv
0.284382284,19, 60_second_0.05_alpha_2_fold_10_n_9_k_final_score.csv
0.339622642,25, 60_second_0.05_alpha_2_fold_15_n_10_k_final_score.csv
0.363207547,16, 60_second_0.05_alpha_2_fold_15_n_1_k_final_score.csv
0.363207547,17, 60_second_0.05_alpha_2_fold_15_n_2_k_final_score.csv
0.299528302,18, 60_second_0.05_alpha_2_fold_15_n_3_k_final_score.csv
0.313679245,19, 60_second_0.05_alpha_2_fold_15_n_4_k_final_score.csv
0.294811321,20, 60_second_0.05_alpha_2_fold_15_n_5_k_final_score.csv
0.29245283,21, 60_second_0.05_alpha_2_fold_15_n_6_k_final_score.csv
0.306603774,22, 60_second_0.05_alpha_2_fold_15_n_7_k_final_score.csv
0.311320755,23, 60_second_0.05_alpha_2_fold_15_n_8_k_final_score.csv
0.330188679,24, 60_second_0.05_alpha_2_fold_15_n_9_k_final_score.csv
0.396135266,35, 60_second_0.05_alpha_2_fold_25_n_10_k_final_score.csv
0.323671498,26, 60_second_0.05_alpha_2_fold_25_n_1_k_final_score.csv
0.306763285,27, 60_second_0.05_alpha_2_fold_25_n_2_k_final_score.csv
0.309178744,28, 60_second_0.05_alpha_2_fold_25_n_3_k_final_score.csv
0.306763285,29, 60_second_0.05_alpha_2_fold_25_n_4_k_final_score.csv
0.314009662,30, 60_second_0.05_alpha_2_fold_25_n_5_k_final_score.csv
0.330917874,31, 60_second_0.05_alpha_2_fold_25_n_6_k_final_score.csv
0.342995169,32, 60_second_0.05_alpha_2_fold_25_n_7_k_final_score.csv
0.357487923,33, 60_second_0.05_alpha_2_fold_25_n_8_k_final_score.csv
0.38647343,34, 60_second_0.05_alpha_2_fold_25_n_9_k_final_score.csv
0.413881748,60, 60_second_0.05_alpha_2_fold_50_n_10_k_final_score.csv
0.251928021,51, 60_second_0.05_alpha_2_fold_50_n_1_k_final_score.csv
0.275064267,52, 60_second_0.05_alpha_2_fold_50_n_2_k_final_score.csv
0.372750643,53, 60_second_0.05_alpha_2_fold_50_n_3_k_final_score.csv
0.362467866,54, 60_second_0.05_alpha_2_fold_50_n_4_k_final_score.csv
0.357326478,55, 60_second_0.05_alpha_2_fold_50_n_5_k_final_score.csv
0.321336761,56, 60_second_0.05_alpha_2_fold_50_n_6_k_final_score.csv
0.326478149,57, 60_second_0.05_alpha_2_fold_50_n_7_k_final_score.csv
0.341902314,58, 60_second_0.05_alpha_2_fold_50_n_8_k_final_score.csv
0.33933162,59, 60_second_0.05_alpha_2_fold_50_n_9_k_final_score.csv
0.610619469,110, 60_second_0.05_alpha_3_fold_100_n_10_k_final_score.csv
0.179941003,101, 60_second_0.05_alpha_3_fold_100_n_1_k_final_score.csv
0.439528024,102, 60_second_0.05_alpha_3_fold_100_n_2_k_final_score.csv
0.421828909,103, 60_second_0.05_alpha_3_fold_100_n_3_k_final_score.csv
0.519174041,104, 60_second_0.05_alpha_3_fold_100_n_4_k_final_score.csv
0.501474926,105, 60_second_0.05_alpha_3_fold_100_n_5_k_final_score.csv
0.578171091,106, 60_second_0.05_alpha_3_fold_100_n_6_k_final_score.csv
0.634218289,107, 60_second_0.05_alpha_3_fold_100_n_7_k_final_score.csv
0.578171091,108, 60_second_0.05_alpha_3_fold_100_n_8_k_final_score.csv
0.592920354,109, 60_second_0.05_alpha_3_fold_100_n_9_k_final_score.csv
0.391608392,11, 60_second_0.05_alpha_3_fold_10_n_1_k_final_score.csv
0.314685315,12, 60_second_0.05_alpha_3_fold_10_n_2_k_final_score.csv
0.291375291,13, 60_second_0.05_alpha_3_fold_10_n_3_k_final_score.csv
0.296037296,14, 60_second_0.05_alpha_3_fold_10_n_4_k_final_score.csv
0.307692308,15, 60_second_0.05_alpha_3_fold_10_n_5_k_final_score.csv
0.298368298,16, 60_second_0.05_alpha_3_fold_10_n_6_k_final_score.csv
0.296037296,17, 60_second_0.05_alpha_3_fold_10_n_7_k_final_score.csv
0.291375291,18, 60_second_0.05_alpha_3_fold_10_n_8_k_final_score.csv
0.296037296,19, 60_second_0.05_alpha_3_fold_10_n_9_k_final_score.csv
0.375,25, 60_second_0.05_alpha_3_fold_15_n_10_k_final_score.csv
0.372641509,16, 60_second_0.05_alpha_3_fold_15_n_1_k_final_score.csv
0.349056604,17, 60_second_0.05_alpha_3_fold_15_n_2_k_final_score.csv
0.316037736,18, 60_second_0.05_alpha_3_fold_15_n_3_k_final_score.csv
0.318396226,19, 60_second_0.05_alpha_3_fold_15_n_4_k_final_score.csv
0.299528302,20, 60_second_0.05_alpha_3_fold_15_n_5_k_final_score.csv
0.297169811,21, 60_second_0.05_alpha_3_fold_15_n_6_k_final_score.csv
0.33254717,22, 60_second_0.05_alpha_3_fold_15_n_7_k_final_score.csv
0.299528302,23, 60_second_0.05_alpha_3_fold_15_n_8_k_final_score.csv
0.349056604,24, 60_second_0.05_alpha_3_fold_15_n_9_k_final_score.csv
0.374396135,35, 60_second_0.05_alpha_3_fold_25_n_10_k_final_score.csv
0.345410628,26, 60_second_0.05_alpha_3_fold_25_n_1_k_final_score.csv
0.347826087,27, 60_second_0.05_alpha_3_fold_25_n_2_k_final_score.csv
0.314009662,28, 60_second_0.05_alpha_3_fold_25_n_3_k_final_score.csv
0.345410628,29, 60_second_0.05_alpha_3_fold_25_n_4_k_final_score.csv
0.355072464,30, 60_second_0.05_alpha_3_fold_25_n_5_k_final_score.csv
0.335748792,31, 60_second_0.05_alpha_3_fold_25_n_6_k_final_score.csv
0.381642512,32, 60_second_0.05_alpha_3_fold_25_n_7_k_final_score.csv
0.376811594,33, 60_second_0.05_alpha_3_fold_25_n_8_k_final_score.csv
0.388888889,34, 60_second_0.05_alpha_3_fold_25_n_9_k_final_score.csv
0.40874036,60, 60_second_0.05_alpha_3_fold_50_n_10_k_final_score.csv
0.177377892,51, 60_second_0.05_alpha_3_fold_50_n_1_k_final_score.csv
0.293059126,52, 60_second_0.05_alpha_3_fold_50_n_2_k_final_score.csv
0.419023136,53, 60_second_0.05_alpha_3_fold_50_n_3_k_final_score.csv
0.370179949,54, 60_second_0.05_alpha_3_fold_50_n_4_k_final_score.csv
0.383033419,55, 60_second_0.05_alpha_3_fold_50_n_5_k_final_score.csv
0.370179949,56, 60_second_0.05_alpha_3_fold_50_n_6_k_final_score.csv
0.362467866,57, 60_second_0.05_alpha_3_fold_50_n_7_k_final_score.csv
0.380462725,58, 60_second_0.05_alpha_3_fold_50_n_8_k_final_score.csv
0.390745501,59, 60_second_0.05_alpha_3_fold_50_n_9_k_final_score.csv
0.595870206,110, 60_second_0.05_alpha_4_fold_100_n_10_k_final_score.csv
0.203539823,101, 60_second_0.05_alpha_4_fold_100_n_1_k_final_score.csv
0.436578171,102, 60_second_0.05_alpha_4_fold_100_n_2_k_final_score.csv
0.466076696,103, 60_second_0.05_alpha_4_fold_100_n_3_k_final_score.csv
0.495575221,104, 60_second_0.05_alpha_4_fold_100_n_4_k_final_score.csv
0.587020649,105, 60_second_0.05_alpha_4_fold_100_n_5_k_final_score.csv
0.545722714,106, 60_second_0.05_alpha_4_fold_100_n_6_k_final_score.csv
0.595870206,107, 60_second_0.05_alpha_4_fold_100_n_7_k_final_score.csv
0.648967552,108, 60_second_0.05_alpha_4_fold_100_n_8_k_final_score.csv
0.607669617,109, 60_second_0.05_alpha_4_fold_100_n_9_k_final_score.csv
0.321678322,11, 60_second_0.05_alpha_4_fold_10_n_1_k_final_score.csv
0.31002331,12, 60_second_0.05_alpha_4_fold_10_n_2_k_final_score.csv
0.289044289,13, 60_second_0.05_alpha_4_fold_10_n_3_k_final_score.csv
0.277389277,14, 60_second_0.05_alpha_4_fold_10_n_4_k_final_score.csv
0.293706294,15, 60_second_0.05_alpha_4_fold_10_n_5_k_final_score.csv
0.305361305,16, 60_second_0.05_alpha_4_fold_10_n_6_k_final_score.csv
0.298368298,17, 60_second_0.05_alpha_4_fold_10_n_7_k_final_score.csv
0.27972028,18, 60_second_0.05_alpha_4_fold_10_n_8_k_final_score.csv
0.27972028,19, 60_second_0.05_alpha_4_fold_10_n_9_k_final_score.csv
0.358490566,25, 60_second_0.05_alpha_4_fold_15_n_10_k_final_score.csv
0.360849057,16, 60_second_0.05_alpha_4_fold_15_n_1_k_final_score.csv
0.375,17, 60_second_0.05_alpha_4_fold_15_n_2_k_final_score.csv
0.320754717,18, 60_second_0.05_alpha_4_fold_15_n_3_k_final_score.csv
0.301886792,19, 60_second_0.05_alpha_4_fold_15_n_4_k_final_score.csv
0.294811321,20, 60_second_0.05_alpha_4_fold_15_n_5_k_final_score.csv
0.306603774,21, 60_second_0.05_alpha_4_fold_15_n_6_k_final_score.csv
0.316037736,22, 60_second_0.05_alpha_4_fold_15_n_7_k_final_score.csv
0.313679245,23, 60_second_0.05_alpha_4_fold_15_n_8_k_final_score.csv
0.344339623,24, 60_second_0.05_alpha_4_fold_15_n_9_k_final_score.csv
0.38647343,35, 60_second_0.05_alpha_4_fold_25_n_10_k_final_score.csv
0.357487923,26, 60_second_0.05_alpha_4_fold_25_n_1_k_final_score.csv
0.34057971,27, 60_second_0.05_alpha_4_fold_25_n_2_k_final_score.csv
0.355072464,28, 60_second_0.05_alpha_4_fold_25_n_3_k_final_score.csv
0.328502415,29, 60_second_0.05_alpha_4_fold_25_n_4_k_final_score.csv
0.379227053,30, 60_second_0.05_alpha_4_fold_25_n_5_k_final_score.csv
0.345410628,31, 60_second_0.05_alpha_4_fold_25_n_6_k_final_score.csv
0.350241546,32, 60_second_0.05_alpha_4_fold_25_n_7_k_final_score.csv
0.38647343,33, 60_second_0.05_alpha_4_fold_25_n_8_k_final_score.csv
0.367149758,34, 60_second_0.05_alpha_4_fold_25_n_9_k_final_score.csv
0.4781491,60, 60_second_0.05_alpha_4_fold_50_n_10_k_final_score.csv
0.190231362,51, 60_second_0.05_alpha_4_fold_50_n_1_k_final_score.csv
0.285347044,52, 60_second_0.05_alpha_4_fold_50_n_2_k_final_score.csv
0.395886889,53, 60_second_0.05_alpha_4_fold_50_n_3_k_final_score.csv
0.349614396,54, 60_second_0.05_alpha_4_fold_50_n_4_k_final_score.csv
0.35218509,55, 60_second_0.05_alpha_4_fold_50_n_5_k_final_score.csv
0.393316195,56, 60_second_0.05_alpha_4_fold_50_n_6_k_final_score.csv
0.380462725,57, 60_second_0.05_alpha_4_fold_50_n_7_k_final_score.csv
0.36503856,58, 60_second_0.05_alpha_4_fold_50_n_8_k_final_score.csv
0.42159383,59, 60_second_0.05_alpha_4_fold_50_n_9_k_final_score.csv
0.654867257,110, 60_second_0.05_alpha_5_fold_100_n_10_k_final_score.csv
0.238938053,101, 60_second_0.05_alpha_5_fold_100_n_1_k_final_score.csv
0.433628319,102, 60_second_0.05_alpha_5_fold_100_n_2_k_final_score.csv
0.474926254,103, 60_second_0.05_alpha_5_fold_100_n_3_k_final_score.csv
0.471976401,104, 60_second_0.05_alpha_5_fold_100_n_4_k_final_score.csv
0.634218289,105, 60_second_0.05_alpha_5_fold_100_n_5_k_final_score.csv
0.607669617,106, 60_second_0.05_alpha_5_fold_100_n_6_k_final_score.csv
0.666666667,107, 60_second_0.05_alpha_5_fold_100_n_7_k_final_score.csv
0.634218289,108, 60_second_0.05_alpha_5_fold_100_n_8_k_final_score.csv
0.675516224,109, 60_second_0.05_alpha_5_fold_100_n_9_k_final_score.csv
0.317016317,11, 60_second_0.05_alpha_5_fold_10_n_1_k_final_score.csv
0.300699301,12, 60_second_0.05_alpha_5_fold_10_n_2_k_final_score.csv
0.286713287,13, 60_second_0.05_alpha_5_fold_10_n_3_k_final_score.csv
0.307692308,14, 60_second_0.05_alpha_5_fold_10_n_4_k_final_score.csv
0.298368298,15, 60_second_0.05_alpha_5_fold_10_n_5_k_final_score.csv
0.303030303,16, 60_second_0.05_alpha_5_fold_10_n_6_k_final_score.csv
0.300699301,17, 60_second_0.05_alpha_5_fold_10_n_7_k_final_score.csv
0.296037296,18, 60_second_0.05_alpha_5_fold_10_n_8_k_final_score.csv
0.300699301,19, 60_second_0.05_alpha_5_fold_10_n_9_k_final_score.csv
0.365566038,25, 60_second_0.05_alpha_5_fold_15_n_10_k_final_score.csv
0.372641509,16, 60_second_0.05_alpha_5_fold_15_n_1_k_final_score.csv
0.358490566,17, 60_second_0.05_alpha_5_fold_15_n_2_k_final_score.csv
0.306603774,18, 60_second_0.05_alpha_5_fold_15_n_3_k_final_score.csv
0.306603774,19, 60_second_0.05_alpha_5_fold_15_n_4_k_final_score.csv
0.275943396,20, 60_second_0.05_alpha_5_fold_15_n_5_k_final_score.csv
0.285377358,21, 60_second_0.05_alpha_5_fold_15_n_6_k_final_score.csv
0.297169811,22, 60_second_0.05_alpha_5_fold_15_n_7_k_final_score.csv
0.306603774,23, 60_second_0.05_alpha_5_fold_15_n_8_k_final_score.csv
0.33490566,24, 60_second_0.05_alpha_5_fold_15_n_9_k_final_score.csv
0.381642512,35, 60_second_0.05_alpha_5_fold_25_n_10_k_final_score.csv
0.282608696,26, 60_second_0.05_alpha_5_fold_25_n_1_k_final_score.csv
0.34057971,27, 60_second_0.05_alpha_5_fold_25_n_2_k_final_score.csv
0.335748792,28, 60_second_0.05_alpha_5_fold_25_n_3_k_final_score.csv
0.345410628,29, 60_second_0.05_alpha_5_fold_25_n_4_k_final_score.csv
0.350241546,30, 60_second_0.05_alpha_5_fold_25_n_5_k_final_score.csv
0.381642512,31, 60_second_0.05_alpha_5_fold_25_n_6_k_final_score.csv
0.367149758,32, 60_second_0.05_alpha_5_fold_25_n_7_k_final_score.csv
0.369565217,33, 60_second_0.05_alpha_5_fold_25_n_8_k_final_score.csv
0.384057971,34, 60_second_0.05_alpha_5_fold_25_n_9_k_final_score.csv
0.498714653,60, 60_second_0.05_alpha_5_fold_50_n_10_k_final_score.csv
0.203084833,51, 60_second_0.05_alpha_5_fold_50_n_1_k_final_score.csv
0.305912596,52, 60_second_0.05_alpha_5_fold_50_n_2_k_final_score.csv
0.395886889,53, 60_second_0.05_alpha_5_fold_50_n_3_k_final_score.csv
0.388174807,54, 60_second_0.05_alpha_5_fold_50_n_4_k_final_score.csv
0.375321337,55, 60_second_0.05_alpha_5_fold_50_n_5_k_final_score.csv
0.357326478,56, 60_second_0.05_alpha_5_fold_50_n_6_k_final_score.csv
0.388174807,57, 60_second_0.05_alpha_5_fold_50_n_7_k_final_score.csv
0.372750643,58, 60_second_0.05_alpha_5_fold_50_n_8_k_final_score.csv
0.475578406,59, 60_second_0.05_alpha_5_fold_50_n_9_k_final_score.csv
0.646017699,110, 60_second_0.05_alpha_6_fold_100_n_10_k_final_score.csv
0.18879056,101, 60_second_0.05_alpha_6_fold_100_n_1_k_final_score.csv
0.466076696,102, 60_second_0.05_alpha_6_fold_100_n_2_k_final_score.csv
0.504424779,103, 60_second_0.05_alpha_6_fold_100_n_3_k_final_score.csv
0.504424779,104, 60_second_0.05_alpha_6_fold_100_n_4_k_final_score.csv
0.610619469,105, 60_second_0.05_alpha_6_fold_100_n_5_k_final_score.csv
0.640117994,106, 60_second_0.05_alpha_6_fold_100_n_6_k_final_score.csv
0.631268437,107, 60_second_0.05_alpha_6_fold_100_n_7_k_final_score.csv
0.607669617,108, 60_second_0.05_alpha_6_fold_100_n_8_k_final_score.csv
0.663716814,109, 60_second_0.05_alpha_6_fold_100_n_9_k_final_score.csv
0.317016317,11, 60_second_0.05_alpha_6_fold_10_n_1_k_final_score.csv
0.27972028,12, 60_second_0.05_alpha_6_fold_10_n_2_k_final_score.csv
0.27972028,13, 60_second_0.05_alpha_6_fold_10_n_3_k_final_score.csv
0.289044289,14, 60_second_0.05_alpha_6_fold_10_n_4_k_final_score.csv
0.291375291,15, 60_second_0.05_alpha_6_fold_10_n_5_k_final_score.csv
0.298368298,16, 60_second_0.05_alpha_6_fold_10_n_6_k_final_score.csv
0.303030303,17, 60_second_0.05_alpha_6_fold_10_n_7_k_final_score.csv
0.291375291,18, 60_second_0.05_alpha_6_fold_10_n_8_k_final_score.csv
0.289044289,19, 60_second_0.05_alpha_6_fold_10_n_9_k_final_score.csv
0.356132075,25, 60_second_0.05_alpha_6_fold_15_n_10_k_final_score.csv
0.346698113,16, 60_second_0.05_alpha_6_fold_15_n_1_k_final_score.csv
0.358490566,17, 60_second_0.05_alpha_6_fold_15_n_2_k_final_score.csv
0.33254717,18, 60_second_0.05_alpha_6_fold_15_n_3_k_final_score.csv
0.308962264,19, 60_second_0.05_alpha_6_fold_15_n_4_k_final_score.csv
0.308962264,20, 60_second_0.05_alpha_6_fold_15_n_5_k_final_score.csv
0.278301887,21, 60_second_0.05_alpha_6_fold_15_n_6_k_final_score.csv
0.29009434,22, 60_second_0.05_alpha_6_fold_15_n_7_k_final_score.csv
0.301886792,23, 60_second_0.05_alpha_6_fold_15_n_8_k_final_score.csv
0.325471698,24, 60_second_0.05_alpha_6_fold_15_n_9_k_final_score.csv
0.374396135,35, 60_second_0.05_alpha_6_fold_25_n_10_k_final_score.csv
0.285024155,26, 60_second_0.05_alpha_6_fold_25_n_1_k_final_score.csv
0.388888889,27, 60_second_0.05_alpha_6_fold_25_n_2_k_final_score.csv
0.362318841,28, 60_second_0.05_alpha_6_fold_25_n_3_k_final_score.csv
0.350241546,29, 60_second_0.05_alpha_6_fold_25_n_4_k_final_score.csv
0.374396135,30, 60_second_0.05_alpha_6_fold_25_n_5_k_final_score.csv
0.347826087,31, 60_second_0.05_alpha_6_fold_25_n_6_k_final_score.csv
0.355072464,32, 60_second_0.05_alpha_6_fold_25_n_7_k_final_score.csv
0.374396135,33, 60_second_0.05_alpha_6_fold_25_n_8_k_final_score.csv
0.398550725,34, 60_second_0.05_alpha_6_fold_25_n_9_k_final_score.csv
0.480719794,60, 60_second_0.05_alpha_6_fold_50_n_10_k_final_score.csv
0.192802057,51, 60_second_0.05_alpha_6_fold_50_n_1_k_final_score.csv
0.305912596,52, 60_second_0.05_alpha_6_fold_50_n_2_k_final_score.csv
0.403598972,53, 60_second_0.05_alpha_6_fold_50_n_3_k_final_score.csv
0.442159383,54, 60_second_0.05_alpha_6_fold_50_n_4_k_final_score.csv
0.411311054,55, 60_second_0.05_alpha_6_fold_50_n_5_k_final_score.csv
0.406169666,56, 60_second_0.05_alpha_6_fold_50_n_6_k_final_score.csv
0.375321337,57, 60_second_0.05_alpha_6_fold_50_n_7_k_final_score.csv
0.372750643,58, 60_second_0.05_alpha_6_fold_50_n_8_k_final_score.csv
0.416452442,59, 60_second_0.05_alpha_6_fold_50_n_9_k_final_score.csv
0.610619469,110, 60_second_0.05_alpha_7_fold_100_n_10_k_final_score.csv
0.212389381,101, 60_second_0.05_alpha_7_fold_100_n_1_k_final_score.csv
0.448377581,102, 60_second_0.05_alpha_7_fold_100_n_2_k_final_score.csv
0.516224189,103, 60_second_0.05_alpha_7_fold_100_n_3_k_final_score.csv
0.498525074,104, 60_second_0.05_alpha_7_fold_100_n_4_k_final_score.csv
0.610619469,105, 60_second_0.05_alpha_7_fold_100_n_5_k_final_score.csv
0.693215339,106, 60_second_0.05_alpha_7_fold_100_n_6_k_final_score.csv
0.631268437,107, 60_second_0.05_alpha_7_fold_100_n_7_k_final_score.csv
0.625368732,108, 60_second_0.05_alpha_7_fold_100_n_8_k_final_score.csv
0.643067847,109, 60_second_0.05_alpha_7_fold_100_n_9_k_final_score.csv
0.307692308,11, 60_second_0.05_alpha_7_fold_10_n_1_k_final_score.csv
0.298368298,12, 60_second_0.05_alpha_7_fold_10_n_2_k_final_score.csv
0.293706294,13, 60_second_0.05_alpha_7_fold_10_n_3_k_final_score.csv
0.291375291,14, 60_second_0.05_alpha_7_fold_10_n_4_k_final_score.csv
0.286713287,15, 60_second_0.05_alpha_7_fold_10_n_5_k_final_score.csv
0.307692308,16, 60_second_0.05_alpha_7_fold_10_n_6_k_final_score.csv
0.312354312,17, 60_second_0.05_alpha_7_fold_10_n_7_k_final_score.csv
0.303030303,18, 60_second_0.05_alpha_7_fold_10_n_8_k_final_score.csv
0.291375291,19, 60_second_0.05_alpha_7_fold_10_n_9_k_final_score.csv
0.384433962,25, 60_second_0.05_alpha_7_fold_15_n_10_k_final_score.csv
0.353773585,16, 60_second_0.05_alpha_7_fold_15_n_1_k_final_score.csv
0.311320755,17, 60_second_0.05_alpha_7_fold_15_n_2_k_final_score.csv
0.33490566,18, 60_second_0.05_alpha_7_fold_15_n_3_k_final_score.csv
0.301886792,19, 60_second_0.05_alpha_7_fold_15_n_4_k_final_score.csv
0.299528302,20, 60_second_0.05_alpha_7_fold_15_n_5_k_final_score.csv
0.273584906,21, 60_second_0.05_alpha_7_fold_15_n_6_k_final_score.csv
0.318396226,22, 60_second_0.05_alpha_7_fold_15_n_7_k_final_score.csv
0.313679245,23, 60_second_0.05_alpha_7_fold_15_n_8_k_final_score.csv
