datetime,len_sum,smallest,largest,count_sum,occupied,0xffff,0xbfb8,0x0000,0x0cd0,0x469a,0xab52,0x0e91,0x6493
3/23/2021 10:00,2635,85,173,46,0,8,7,19,0,12,0,0,0
3/23/2021 10:01,3785,85,213,62,0,7,15,24,0,12,4,0,0
3/23/2021 10:02,2456,85,215,40,0,8,16,14,0,0,0,2,0
3/23/2021 10:03,1931,85,173,34,0,7,5,14,0,8,0,0,0
3/23/2021 10:04,3108,85,173,56,0,12,23,17,4,0,0,0,0
3/23/2021 10:05,1566,85,215,28,0,7,5,11,0,0,0,0,5
3/23/2021 10:06,1842,85,173,36,0,14,12,10,0,0,0,0,0
3/23/2021 10:07,2102,85,173,40,0,16,13,11,0,0,0,0,0
3/23/2021 10:08,1018,85,173,20,0,8,6,6,0,0,0,0,0
3/23/2021 10:09,2172,85,213,40,0,12,15,13,0,0,0,0,0
3/23/2021 10:10,1028,85,173,20,0,7,6,7,0,0,0,0,0
3/23/2021 10:11,2264,85,173,40,0,8,16,12,0,0,4,0,0
3/23/2021 10:12,1663,85,173,30,0,8,11,9,0,0,0,2,0
3/23/2021 10:13,1421,85,173,26,0,7,5,10,0,4,0,0,0
3/23/2021 10:14,3107,85,213,54,0,12,22,16,4,0,0,0,0
3/23/2021 10:15,1780,85,173,32,0,8,8,12,0,0,0,0,4
3/23/2021 10:16,923,85,173,18,0,7,5,6,0,0,0,0,0
3/23/2021 10:17,1018,85,173,20,0,8,6,6,0,0,0,0,0
3/23/2021 10:18,923,85,173,18,0,7,6,5,0,0,0,0,0
3/23/2021 10:19,1819,85,213,34,0,11,12,11,0,0,0,0,0
3/23/2021 10:20,1123,85,173,22,0,8,7,7,0,0,0,0,0
3/23/2021 10:21,2273,85,213,38,0,7,15,12,0,0,4,0,0
3/23/2021 10:22,3275,85,215,54,0,8,23,18,0,0,0,5,0
3/23/2021 10:23,1568,85,213,28,0,8,6,10,0,4,0,0,0
3/23/2021 10:24,3366,85,173,60,0,12,23,19,4,0,0,0,2
3/23/2021 10:25,1138,85,215,20,0,7,5,7,0,0,0,0,1
3/23/2021 10:26,1018,85,173,20,0,8,6,6,0,0,0,0,0
3/23/2021 10:27,1018,85,173,20,0,8,6,6,0,0,0,0,0
3/23/2021 10:28,1181,85,173,22,0,7,7,8,0,0,0,0,0
3/23/2021 10:29,1914,85,213,36,0,12,13,11,0,0,0,0,0
3/23/2021 10:30,933,85,173,18,0,6,6,6,0,0,0,0,0
3/23/2021 10:31,3630,85,215,60,0,8,26,18,0,0,4,4,0
3/23/2021 10:32,1018,85,173,20,0,8,6,6,0,0,0,0,0
3/23/2021 10:33,1421,85,173,26,0,7,5,10,0,4,0,0,0
3/23/2021 10:34,3669,85,215,62,0,12,21,22,2,0,0,0,5
3/23/2021 10:35,1181,85,173,22,0,7,7,8,0,0,0,0,0
3/23/2021 10:36,1018,85,173,20,0,8,6,6,0,0,0,0,0
3/23/2021 10:37,1018,85,173,20,0,8,6,6,0,0,0,0,0
3/23/2021 10:38,923,85,173,18,0,7,5,6,0,0,0,0,0
3/23/2021 10:39,1914,85,213,36,0,12,13,11,0,0,0,0,0
3/23/2021 10:40,1028,85,173,20,0,7,6,7,0,0,0,0,0
3/23/2021 10:41,3723,85,213,62,0,8,27,20,0,0,4,3,0
3/23/2021 10:42,923,85,173,18,0,7,5,6,0,0,0,0,0
3/23/2021 10:43,1859,85,213,34,0,11,8,11,0,4,0,0,0
3/23/2021 10:44,3321,85,173,58,0,9,21,20,4,0,0,0,4
3/23/2021 10:45,923,85,173,18,0,7,5,6,0,0,0,0,0
3/23/2021 10:46,1018,85,173,20,0,8,6,6,0,0,0,0,0
3/23/2021 10:47,923,85,173,18,0,7,5,6,0,0,0,0,0
3/23/2021 10:48,1664,85,173,32,0,12,11,9,0,0,0,0,0
3/23/2021 10:49,1526,85,213,28,0,8,10,10,0,0,0,0,0
3/23/2021 10:50,1028,85,173,20,0,7,6,7,0,0,0,0,0
3/23/2021 10:51,3861,85,215,62,0,8,27,20,0,0,4,3,0
3/23/2021 10:52,923,85,173,18,0,7,5,6,0,0,0,0,0
3/23/2021 10:53,1904,85,173,36,0,12,9,11,0,4,0,0,0
3/23/2021 10:54,3460,85,215,56,0,7,21,21,4,0,0,0,3
3/23/2021 10:55,1018,85,173,20,0,8,6,6,0,0,0,0,0
3/23/2021 10:56,923,85,173,18,0,7,5,6,0,0,0,0,0
3/23/2021 10:57,1018,85,173,20,0,8,6,6,0,0,0,0,0
3/23/2021 10:58,1406,85,173,28,0,12,9,7,0,0,0,0,0
3/23/2021 10:59,1336,85,213,24,0,6,9,9,0,0,0,0,0
3/23/2021 11:00,1123,85,173,22,0,8,7,7,0,0,0,0,0
3/23/2021 11:01,4761,85,215,74,0,8,33,24,0,0,4,5,0
3/23/2021 11:02,923,85,173,18,0,7,5,6,0,0,0,0,0
3/23/2021 11:03,2212,85,213,40,0,11,11,14,0,4,0,0,0
3/23/2021 11:04,2917,85,215,50,0,7,17,17,4,0,0,0,5
3/23/2021 11:05,1018,85,173,20,0,8,6,6,0,0,0,0,0
3/23/2021 11:06,1096,85,173,20,0,7,6,7,0,0,0,0,0
